mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,centroid,rolloff,zcr,rms,echo,label
-152.13531494140625,119.62728118896484,12.03295612335205,17.14455223083496,7.779296398162842,5.647566795349121,1.8094568252563477,2.525636672973633,-10.03443717956543,8.119424819946289,-0.9418228268623352,5.689874172210693,-7.142323017120361,1582.4681001182237,3428.8163034539475,0.06124759302706828,0.15973523259162903,0.9734054207801819,human
-155.62506103515625,103.37565612792969,10.207557678222656,35.306541442871094,16.48415184020996,10.539891242980957,1.5409942865371704,6.0565714836120605,-5.639997482299805,2.0375118255615234,-10.643068313598633,3.8191258907318115,-7.752901554107666,1624.8200138950592,3590.813017329891,0.04910712399438886,0.15373094379901886,0.981133759021759,human
-116.6540756225586,99.02025604248047,15.704070091247559,11.649748802185059,18.418577194213867,-2.0267460346221924,-4.651169776916504,9.642967224121094,-12.929868698120117,3.8244383335113525,-8.130776405334473,2.694525957107544,-4.522374153137207,2337.8232782243263,5524.764729353227,0.08636703245957161,0.1662144511938095,0.9516139626502991,human
-318.5315856933594,92.22857666015625,-6.493171691894531,5.123443126678467,3.38443660736084,-3.0028278827667236,-4.972749710083008,-14.334763526916504,-6.485715866088867,-6.992742538452148,-4.66885232925415,1.7753149271011353,-5.169585227966309,2577.5054697588985,4776.455965909091,0.10065050361570248,0.0657825842499733,0.971410870552063,ai
-318.5315856933594,92.22857666015625,-6.493171691894531,5.123443126678467,3.38443660736084,-3.0028278827667236,-4.972749710083008,-14.334763526916504,-6.485715866088867,-6.992742538452148,-4.66885232925415,1.7753149271011353,-5.169585227966309,2577.5054697588985,4776.455965909091,0.10065050361570248,0.0657825842499733,0.971410870552063,ai
-289.98382568359375,94.75402069091797,-6.237399101257324,9.503962516784668,12.182594299316406,0.41372138261795044,-3.764101266860962,-9.092543601989746,-10.112451553344727,-6.866641998291016,-3.538794994354248,-1.865451693534851,-7.8003926277160645,2520.3235005761267,4645.674035904255,0.1019451601285461,0.07093505561351776,0.9716886281967163,ai
-320.80780029296875,98.3464584350586,-9.89925765991211,15.23836898803711,5.458957195281982,-2.790585517883301,-0.5057294964790344,-11.566947937011719,-9.290184020996094,-5.343613147735596,-7.182639122009277,2.7336699962615967,-5.956915855407715,2501.980712105775,4571.919973273027,0.10665090460526316,0.05958348512649536,0.9562802314758301,ai
-300.2099914550781,89.12379455566406,-8.026261329650879,10.279512405395508,8.987899780273438,-0.3374215364456177,-5.636179447174072,-12.491564750671387,-8.486815452575684,-6.776483535766602,-5.601332664489746,1.4677520990371704,-8.44314193725586,2719.836464521107,4871.44775390625,0.12182451105442177,0.06857222318649292,0.9632589221000671,ai
-299.4460144042969,90.48008728027344,-15.376995086669922,20.15565299987793,12.137189865112305,-9.819226264953613,-8.626825332641602,-14.678618431091309,-7.0653157234191895,-5.413485050201416,-10.083481788635254,3.5125656127929688,-6.171112060546875,2537.4571188410505,4768.238580048974,0.08715638118003731,0.08549286425113678,0.9593718647956848,ai
-345.1551208496094,102.79558563232422,-5.207921028137207,18.30198860168457,13.893501281738281,1.8806428909301758,-3.3470230102539062,-12.350772857666016,-9.043829917907715,-4.673317909240723,-7.899715900421143,-0.12435709685087204,-7.006709098815918,2377.4642318171936,4443.692177220395,0.09254214638157894,0.04595234990119934,0.9615529775619507,ai
-270.7355041503906,94.7664566040039,-15.537973403930664,10.110512733459473,16.955034255981445,-5.092926025390625,-8.60928726196289,-12.428744316101074,-6.256511211395264,-4.009162902832031,-6.771124362945557,0.38301655650138855,-6.696380615234375,2513.218445836558,4609.776148302802,0.09717975484913793,0.08314264565706253,0.958890974521637,ai
-322.5303039550781,94.2849349975586,-5.864923000335693,14.841765403747559,8.152691841125488,-5.015066623687744,-3.7948555946350098,-12.459035873413086,-10.752458572387695,-7.762866497039795,-9.388741493225098,-0.46229931712150574,-8.154423713684082,2454.752236157567,4511.43513131649,0.1014239804964539,0.05959836021065712,0.9699959754943848,ai
-322.8526611328125,90.48516082763672,-14.069816589355469,10.736041069030762,4.9251251220703125,-3.369645118713379,1.0376503467559814,-15.84893798828125,-9.695426940917969,-6.1983561515808105,-9.723660469055176,1.3508226871490479,-6.203184127807617,2711.396455192988,4930.196546471637,0.10034445057744565,0.0688135176897049,0.9681452512741089,ai
-307.8799133300781,97.10017395019531,-15.724920272827148,10.965835571289062,11.75767707824707,-9.027433395385742,-2.401623487472534,-11.695954322814941,-12.033509254455566,-5.466897964477539,-11.197164535522461,-1.4708282947540283,-7.100798606872559,2538.68700197117,4671.214891057526,0.11103752162629758,0.06513253599405289,0.9531122446060181,ai
-218.47023010253906,76.70864868164062,10.212737083435059,14.46056079864502,-0.8759271502494812,10.039902687072754,-6.0182390213012695,0.37965506315231323,-7.5799784660339355,-5.411706924438477,-8.652008056640625,-0.34983357787132263,-2.997282028198242,2575.251345796421,4956.07479319853,0.12576729910714285,0.09876472502946854,0.9562122821807861,ai
-305.1578063964844,69.67086791992188,-8.74329662322998,10.740931510925293,3.9898681640625,-1.7757257223129272,-9.850152969360352,-12.83537483215332,-7.217248916625977,-4.78115177154541,-2.561417818069458,3.4497087001800537,-7.6165080070495605,2963.887722885524,5225.135931199597,0.14632056451612904,0.06833883374929428,0.9467426538467407,ai
-304.61944580078125,92.07266235351562,-16.231956481933594,12.057256698608398,8.698284149169922,1.3781112432479858,-6.888025283813477,-19.37971305847168,-5.177913188934326,-3.720125436782837,-7.4917893409729,3.0038907527923584,-6.56082010269165,2431.848257804113,4656.065784801136,0.0982666015625,0.07137202471494675,0.9418442249298096,ai
-253.77125549316406,118.39066314697266,-15.000104904174805,11.026497840881348,3.2708652019500732,-12.931914329528809,-2.8076329231262207,-9.236724853515625,-9.632720947265625,-4.93480920791626,-7.41317081451416,0.7527228593826294,-4.5400567054748535,2082.0153655493414,3706.9793701171875,0.101165771484375,0.09767515957355499,0.9727951288223267,ai
-231.7779083251953,72.656494140625,-11.213836669921875,5.758294582366943,0.17205345630645752,-7.5154337882995605,-10.280986785888672,-14.977104187011719,-19.71884536743164,-7.05310583114624,-11.857413291931152,-1.893442988395691,-9.146309852600098,2669.875176961192,4979.007090692935,0.15205715013586957,0.12276255339384079,0.9372527599334717,ai
-211.340576171875,46.0780143737793,-4.568318843841553,-3.3355648517608643,0.354166179895401,-7.010500907897949,-18.45978546142578,-19.698076248168945,-22.151145935058594,-3.610100746154785,-17.904403686523438,-2.3979032039642334,-5.7416768074035645,3279.553876206118,5613.999689275568,0.20526012073863636,0.15669550001621246,0.9260736107826233,ai
-223.45436096191406,75.51140594482422,-9.176325798034668,-5.4909443855285645,-1.0697801113128662,-7.2574920654296875,-8.804451942443848,-12.884313583374023,-20.50556182861328,-3.876009702682495,-15.96153450012207,-5.180743217468262,-9.863061904907227,2906.6643603046914,4768.78116383272,0.1826947380514706,0.09553905576467514,0.9117884039878845,ai
-344.8770751953125,107.5489730834961,-10.959688186645508,10.892544746398926,13.987127304077148,-4.153746128082275,-1.6068907976150513,-16.522323608398438,-9.599580764770508,-3.3521921634674072,-12.738239288330078,0.7218917608261108,-6.06867790222168,2151.1166119803142,4128.425035978618,0.07659162554824561,0.06201409921050072,0.9789662957191467,ai
-256.55841064453125,128.88047790527344,-17.265588760375977,11.458003044128418,10.218052864074707,-10.439308166503906,-2.9005744457244873,-12.571096420288086,-13.5035400390625,-4.107171535491943,-7.837684631347656,3.1971776485443115,-5.7265753746032715,1933.9082498917712,3513.7293590198865,0.10003551136363636,0.09455167502164841,0.9576464891433716,ai
-245.27056884765625,125.50467681884766,19.872913360595703,16.536447525024414,23.01828956604004,8.076644897460938,-11.907233238220215,2.640796184539795,-3.6702847480773926,-6.64286470413208,-1.3168675899505615,-1.5904594659805298,-4.367733478546143,1745.601582908777,3326.566292475728,0.08521218901699029,0.12430728226900101,0.9872427582740784,ai
-212.08949279785156,77.76689910888672,-22.948530197143555,20.416954040527344,-3.933651924133301,-18.047515869140625,-4.87192440032959,-18.04792594909668,-7.240818023681641,-23.026403427124023,5.293823719024658,0.4201231300830841,-13.067645072937012,2567.890229038212,4794.237171519886,0.12143776633522728,0.11329678446054459,0.9198492169380188,ai
-264.5773010253906,65.1725082397461,-8.524686813354492,17.068023681640625,-3.0408575534820557,-23.059412002563477,-6.298895359039307,-10.274883270263672,-3.892063856124878,-8.183143615722656,-14.615407943725586,1.950032114982605,-23.357131958007812,2765.252564037804,5548.622728430707,0.12262228260869565,0.062375567853450775,0.9209100008010864,ai
-318.2211608886719,108.27885437011719,-18.71806526184082,17.31195068359375,4.4616618156433105,-4.779415130615234,0.6104645729064941,-4.615546703338623,-15.406917572021484,0.3633779287338257,-2.9435713291168213,2.8033607006073,-1.7768983840942383,2035.4743174208925,3993.47607421875,0.08323567708333333,0.07577648013830185,0.9812876582145691,ai
-139.2287139892578,141.6055145263672,-31.812755584716797,20.974639892578125,15.217557907104492,-14.587394714355469,-4.839672088623047,9.451160430908203,-11.188687324523926,5.9699578285217285,-3.956338405609131,5.611408710479736,2.3284003734588623,1478.302329511488,2778.1302038278545,0.07444075746107266,0.16494840383529663,0.9663887023925781,ai
-120.51282501220703,79.61064910888672,-24.948789596557617,20.943405151367188,2.8255205154418945,0.460757315158844,-6.613832950592041,3.0396833419799805,-6.567044258117676,3.930905342102051,1.0882774591445923,7.274845600128174,-0.8669218420982361,2427.4143797714705,4788.974289766642,0.11612671260994974,0.12598717212677002,0.9301068782806396,ai
-216.90467834472656,101.87364959716797,-88.71788024902344,16.03557777404785,-16.12314796447754,-10.037607192993164,-22.66145133972168,-0.33740338683128357,-12.059521675109863,-7.50607442855835,1.5928739309310913,-3.1757256984710693,4.085443496704102,2064.00563613739,3488.0403338738206,0.14588127429463663,0.06178823485970497,0.8928821682929993,ai
-162.4642791748047,143.8912353515625,8.895145416259766,38.8894157409668,19.93808364868164,2.5758323669433594,-5.993786334991455,5.222865104675293,-5.583948135375977,0.04654625058174133,0.42763787508010864,5.902549743652344,-3.3545355796813965,1146.4137409409636,2296.9152460844834,0.0413572218028898,0.17713098227977753,0.9894883632659912,ai
-330.9652099609375,113.44384002685547,-71.93445587158203,25.58576202392578,0.3122566342353821,-22.936403274536133,-19.60715103149414,-3.940748453140259,-12.186494827270508,-9.853134155273438,2.1671524047851562,-6.96766996383667,2.2554893493652344,1812.9129152960243,3145.066190357051,0.11883062917886249,0.03371425345540047,0.9056703448295593,ai
